epoch,seed,predictor_type,train_loss
68,2,mlp,8876.88811747233
69,2,mlp,8359.565587361654
70,2,mlp,8675.02747853597
71,2,mlp,8179.394406636556
72,2,mlp,8807.327041625977
73,2,mlp,8533.12637837728
74,2,mlp,7371.93408203125
75,2,mlp,6953.4010009765625
76,2,mlp,6350.611882527669
77,2,mlp,6426.76917775472
78,2,mlp,6027.429616292317
79,2,mlp,5580.634916941325
80,2,mlp,5802.27414449056
81,2,mlp,6559.42995707194
82,2,mlp,7420.708134969075
83,2,mlp,8222.323786417643
84,2,mlp,5282.634140014648
85,2,mlp,4531.663627624512
86,2,mlp,4566.506881713867
87,2,mlp,4819.926812489827
88,2,mlp,4810.018157958984
89,2,mlp,3963.762250264486
90,2,mlp,4089.74076461792
91,2,mlp,3760.317916870117
92,2,mlp,3945.075757344564
93,2,mlp,3378.505734761556
94,2,mlp,3233.172520955404
95,2,mlp,2998.5155588785806
96,2,mlp,3059.421693166097
97,2,mlp,3120.340936024984
98,2,mlp,2681.1722361246743
99,2,mlp,2702.5576782226562
100,2,mlp,2387.9982109069824
101,2,mlp,2268.2184734344482
102,2,mlp,2022.0354398091633
103,2,mlp,2183.4209702809653
104,2,mlp,2214.726711908976
105,2,mlp,2760.2275479634604
106,2,mlp,4446.222928365071
107,2,mlp,10981.739588419596
108,2,mlp,11185392.151062012
109,2,mlp,512701.944539388
110,2,mlp,55072.9599202474
111,2,mlp,32412.945882161457
112,2,mlp,29851.235107421875
113,2,mlp,26969.141682942707
114,2,mlp,25625.57763671875
115,2,mlp,23860.1538289388
116,2,mlp,24894.391479492188
117,2,mlp,23123.20039876302
118,2,mlp,22509.827901204426
119,2,mlp,21995.87175496419
120,2,mlp,20676.706288655598
121,2,mlp,20134.77356974284
122,2,mlp,19573.230712890625
123,2,mlp,19454.034261067707
124,2,mlp,18872.41475423177
125,2,mlp,19139.501424153645
126,2,mlp,19060.74262491862
127,2,mlp,18314.52032470703
128,2,mlp,18072.56967671712
129,2,mlp,17737.964279174805
130,2,mlp,17224.470896402996
131,2,mlp,17085.667811075848
132,2,mlp,17097.863576253254
133,2,mlp,16871.624145507812
134,2,mlp,16703.27814737956
135,2,mlp,16662.984817504883
136,2,mlp,16503.265182495117
137,2,mlp,16558.179982503254
138,2,mlp,16517.861729939777
139,2,mlp,16522.839635213215
140,2,mlp,16375.896260579428
141,2,mlp,16197.870877583822
142,2,mlp,16126.793299357096
143,2,mlp,15908.515599568686
144,2,mlp,15923.522811889648
145,2,mlp,15862.89517211914
146,2,mlp,15787.968856811523
147,2,mlp,15584.384160359701
148,2,mlp,15617.234049479166
149,2,mlp,15462.850713094076
150,2,mlp,15387.776733398438
151,2,mlp,15274.482070922852
152,2,mlp,15200.649973551432
153,2,mlp,15268.77045694987
154,2,mlp,15126.897148132324
155,2,mlp,15033.506912231445
156,2,mlp,15054.846379597982
157,2,mlp,14834.301612854004
158,2,mlp,14860.283732096354
159,2,mlp,15254.893142700195
160,2,mlp,14866.736465454102
161,2,mlp,14522.175048828125
162,2,mlp,14468.647761027018
163,2,mlp,14580.28667195638
164,2,mlp,14451.098220825195
165,2,mlp,14430.384806315104
166,2,mlp,14248.594924926758
167,2,mlp,14383.945627848307
168,2,mlp,14107.08780415853
169,2,mlp,13870.3005472819
170,2,mlp,13780.364138285318
171,2,mlp,13688.215927124023
172,2,mlp,13768.801132202148
173,2,mlp,13593.42438252767
174,2,mlp,13519.42064412435
175,2,mlp,13270.10395304362
176,2,mlp,13174.230911254883
177,2,mlp,12958.60258992513
178,2,mlp,12853.591082255045
179,2,mlp,12850.59174601237
180,2,mlp,13024.93674214681
181,2,mlp,12841.82610321045
182,2,mlp,12812.172470092773
183,2,mlp,12566.859179178873
184,2,mlp,12583.332237243652
185,2,mlp,12168.022537231445
186,2,mlp,12432.377667744955
187,2,mlp,12655.656051635742
188,2,mlp,12020.621126810709
189,2,mlp,12195.491508483887
190,2,mlp,11741.16775004069
191,2,mlp,11271.482538859049
192,2,mlp,10851.122411092123
193,2,mlp,10583.165435791016
194,2,mlp,10313.359743754068
195,2,mlp,10129.161600748697
196,2,mlp,10024.3122660319
197,2,mlp,9843.667729695639
198,2,mlp,9591.046696980795
199,2,mlp,9745.06982421875
200,2,mlp,9605.590619405111
1,0,cnn,1007868.063700358
2,0,cnn,28243.530639648438
3,0,cnn,23545.56113688151
4,0,cnn,21640.920979817707
5,0,cnn,20453.33555094401
6,0,cnn,18761.996805826824
7,0,cnn,18257.499415079754
8,0,cnn,17886.81196085612
9,0,cnn,17345.39628092448
10,0,cnn,16878.600611368816
11,0,cnn,16727.451461791992
12,0,cnn,16348.4165725708
13,0,cnn,16528.91904958089
14,0,cnn,16414.309895833332
15,0,cnn,16144.817998250326
16,0,cnn,16403.406580607098
17,0,cnn,16485.310305277508
18,0,cnn,16237.96475728353
19,0,cnn,15845.41694132487
20,0,cnn,15899.156077067057
21,0,cnn,15372.930282592773
22,0,cnn,15324.457656860352
23,0,cnn,14880.895484924316
24,0,cnn,14525.294700622559
25,0,cnn,14712.22821299235
26,0,cnn,14780.858517964682
27,0,cnn,14325.533765157064
28,0,cnn,14427.286811828613
29,0,cnn,14404.939534505209
30,0,cnn,14668.27646891276
31,0,cnn,13959.59726969401
32,0,cnn,13742.31460571289
33,0,cnn,13919.594629923502
34,0,cnn,14243.65879313151
35,0,cnn,13440.826446533203
36,0,cnn,12839.197100321451
37,0,cnn,12575.084650675455
38,0,cnn,11902.385864257812
39,0,cnn,11270.803988138834
40,0,cnn,10595.583877563477
41,0,cnn,10692.180475870768
42,0,cnn,11171.427846272787
43,0,cnn,10447.822807312012
44,0,cnn,10166.278305053711
45,0,cnn,8923.307378133139
46,0,cnn,9357.944727579752
47,0,cnn,8880.68158976237
48,0,cnn,7894.748776753743
49,0,cnn,7390.074658711751
50,0,cnn,7552.6822026570635
51,0,cnn,7441.061518351237
52,0,cnn,6468.801405588786
53,0,cnn,6627.59883371989
54,0,cnn,6739.15145111084
55,0,cnn,6398.213602701823
56,0,cnn,6465.4511795043945
57,0,cnn,5563.090629577637
58,0,cnn,5499.093638102214
59,0,cnn,5429.8252512613935
60,0,cnn,5140.9330978393555
61,0,cnn,4943.8164621988935
62,0,cnn,4512.910095214844
63,0,cnn,4278.959246317546
64,0,cnn,4316.953763326009
65,0,cnn,3975.2302004496255
66,0,cnn,3496.2467142740884
67,0,cnn,3317.3679122924805
68,0,cnn,3321.075968424479
69,0,cnn,3623.282342274984
70,0,cnn,3227.254712422689
71,0,cnn,2863.0760803222656
72,0,cnn,2765.962933858236
73,0,cnn,2730.720171610514
74,0,cnn,2441.039675394694
75,0,cnn,2187.780118306478
76,0,cnn,2513.1337038675942
77,0,cnn,2229.1832224527993
78,0,cnn,2172.164405822754
79,0,cnn,2507.697410583496
80,0,cnn,2765.9962590535483
81,0,cnn,2253.900705973307
82,0,cnn,3556.9644037882485
83,0,cnn,2571.294045766195
84,0,cnn,1920.189193725586
85,0,cnn,2429.481601715088
86,0,cnn,2987.997817993164
87,0,cnn,2466.649023691813
88,0,cnn,2259.5993283589683
89,0,cnn,1619.2286485036213
90,0,cnn,1719.0084336598713
91,0,cnn,1832.7818609873455
92,0,cnn,1443.8362681070964
93,0,cnn,1514.1784184773762
94,0,cnn,1519.7730089823406
95,0,cnn,2046.6601072947185
96,0,cnn,1756.4532508850098
97,0,cnn,2048.073486328125
98,0,cnn,2452.326587677002
99,0,cnn,4266.116958618164
100,0,cnn,3515.7483673095703
101,0,cnn,5899.13240814209
102,0,cnn,4347371.954467773
103,0,cnn,5781207322.806355
104,0,cnn,4183579626.068929
105,0,cnn,21737269055.130535
106,0,cnn,477634489.7232259
107,0,cnn,2013850363.0452068
108,0,cnn,2190345098.713135
109,0,cnn,132080923.3782959
110,0,cnn,321362105.7528483
111,0,cnn,576289464.4850668
112,0,cnn,113227751.43798828
113,0,cnn,102139148.87390137
114,0,cnn,19998700.701131184
115,0,cnn,35660923.89493815
116,0,cnn,11138443.150838217
117,0,cnn,1279440.6361490886
118,0,cnn,738439.1000976562
119,0,cnn,699446.8682047526
120,0,cnn,614477.6975911459
121,0,cnn,609878.0962320963
122,0,cnn,467163.71931966144
123,0,cnn,447648.9399820964
124,0,cnn,383035.39123535156
125,0,cnn,376086.1078694661
126,0,cnn,297137.50244140625
127,0,cnn,387873.84541829425
128,0,cnn,425479.52478027344
129,0,cnn,336640.211710612
130,0,cnn,260788.38606770834
131,0,cnn,207204.7215169271
132,0,cnn,188281.93611653647
133,0,cnn,202804.95853678384
134,0,cnn,188953.26123046875
135,0,cnn,259623.5177408854
136,0,cnn,204020.36824544272
137,0,cnn,157258.23978678384
138,0,cnn,153437.18302408853
139,0,cnn,167575.13114420572
140,0,cnn,165104.57373046875
141,0,cnn,138849.7058919271
142,0,cnn,123075.51245117188
143,0,cnn,114605.65584309895
144,0,cnn,106429.25191243489
145,0,cnn,107394.23746744792
146,0,cnn,117407.35257975261
147,0,cnn,184447.26399739584
148,0,cnn,142147.79451497397
149,0,cnn,106948.8076171875
150,0,cnn,106624.71447753906
151,0,cnn,107373.66337076823
152,0,cnn,103332.90970865886
153,0,cnn,99044.552734375
154,0,cnn,89420.43249511719
155,0,cnn,76931.48706054688
156,0,cnn,93433.31158447266
157,0,cnn,93822.39729817708
158,0,cnn,87321.3731282552
159,0,cnn,71931.80971272786
160,0,cnn,89654.58856201172
161,0,cnn,111928.73158772786
162,0,cnn,101815.92639160156
163,0,cnn,88251.61850992839
164,0,cnn,158343.59757486978
165,0,cnn,214487.1913655599
166,0,cnn,143016.51727294922
167,0,cnn,203165.7597249349
168,0,cnn,108532.31571451823
169,0,cnn,94043.36269124348
170,0,cnn,110761.62772623698
171,0,cnn,87285.13897705078
172,0,cnn,61156.072285970055
173,0,cnn,69643.87440999348
174,0,cnn,55458.86796061198
175,0,cnn,50882.77858479818
176,0,cnn,48752.56520589193
177,0,cnn,54061.262674967445
178,0,cnn,63465.06475830078
179,0,cnn,55178.17938232422
180,0,cnn,79472.87034098308
181,0,cnn,75695.96160888672
182,0,cnn,88024.64823404948
183,0,cnn,104893.81148274739
184,0,cnn,143513.07958984375
185,0,cnn,129515.76957194011
186,0,cnn,188179.26641845703
187,0,cnn,294206.80843098956
188,0,cnn,364209.7704264323
189,0,cnn,314791.73962402344
190,0,cnn,179360.40590413412
191,0,cnn,147148.0177408854
192,0,cnn,96002.50693766277
193,0,cnn,78848.5108235677
194,0,cnn,62319.96030680338
195,0,cnn,63704.844746907555
196,0,cnn,59619.3163655599
197,0,cnn,60008.30155436198
198,0,cnn,43210.471740722656
199,0,cnn,30715.862141927082
200,0,cnn,29774.2241007487
1,1,cnn,101220.80436197917
2,1,cnn,38357.971435546875
3,1,cnn,30519.109598795574
4,1,cnn,21707.132883707684
5,1,cnn,20271.69255574544
6,1,cnn,20584.208913167316
7,1,cnn,17194.938547770184
8,1,cnn,16715.98537190755
9,1,cnn,22292.52528889974
10,1,cnn,20733.12122599284
11,1,cnn,17177.977966308594
12,1,cnn,19631.35161336263
13,1,cnn,16168.799748738607
14,1,cnn,16717.583099365234
15,1,cnn,15660.740269978842
16,1,cnn,16797.40525309245
17,1,cnn,14198.828994750977
18,1,cnn,14051.523941040039
19,1,cnn,13437.015242258707
20,1,cnn,14965.747899373373
21,1,cnn,15706.436208089193
22,1,cnn,14614.181671142578
23,1,cnn,13953.629750569662
24,1,cnn,12049.669169108072
25,1,cnn,11729.975570678711
26,1,cnn,11281.609044392904
27,1,cnn,10773.238731384277
28,1,cnn,9748.699712117514
29,1,cnn,9104.3025004069
30,1,cnn,8199.037928263346
31,1,cnn,7513.819287618001
32,1,cnn,7413.876239776611
33,1,cnn,7566.181671142578
34,1,cnn,11104.29754892985
35,1,cnn,16786.049102783203
36,1,cnn,547344.1943969727
37,1,cnn,5430749.7985026045
38,1,cnn,14250326.631184896
39,1,cnn,273676.9878336589
40,1,cnn,143173.0008544922
41,1,cnn,252765.08970133463
42,1,cnn,332117.0843098958
43,1,cnn,29760.924275716145
44,1,cnn,23334.009501139324
45,1,cnn,90793.16408284505
46,1,cnn,28015.64826456706
47,1,cnn,29529.29032389323
48,1,cnn,25076.86065673828
49,1,cnn,19496.875946044922
50,1,cnn,19062.882822672527
51,1,cnn,18983.0326944987
52,1,cnn,18367.231658935547
53,1,cnn,18309.470021565754
54,1,cnn,18195.34801228841
55,1,cnn,17681.32322184245
56,1,cnn,17430.635075887043
57,1,cnn,17275.093846638996
58,1,cnn,17258.60492960612
59,1,cnn,17525.331044514973
60,1,cnn,16861.130752563477
61,1,cnn,16454.81851196289
62,1,cnn,16115.621332804361
63,1,cnn,15861.322911580404
64,1,cnn,15496.766708374023
